,Product,Title,Article,Summary,Link,Date
0,potatoes,USDA to conduct a referendum on potato marketing order,"The U.S. Department of Agriculture will conduct a referendum April 12-30 for Irish potato producers in Idaho and Malheur County, Oregon, to vote on whether to continue their federal marketing order.

The marketing order authorizes the establishment of size, grade, quality, maturity, container and pack regulations, under USDA oversight, according to a news release.

Producers who produced potatoes within the designated areas for the fresh market from Aug. 1, 2019, through July 31, 2020, are eligible to vote. USDA will continue the marketing order if at least two-thirds of the producers voting, by number or volume, vote in favor of continuance.

The Agricultural Marketing Service (AMS) will mail ballots and voting instructions to all producers of record. Eligible producers who do not receive a ballot by Feb. 1, 2021, may contact Gregory A. Breasher at Gregory.Breasher@usda.gov or (303) 326-2054. Requests for a ballot may also be mailed to USDA, AMS, MOAD, 1220 SW 3rd Ave, Suite 305, Portland, Oregon, 97204.

Notice of the referendum was published in the Federal Register on Feb. 12, 2020.

More information about the marketing order regulating the handling of Idaho and Eastern Oregon Potatoes is available on the 945 Idaho and Oregon Potatoes webpage.

","The U.S. Department of Agriculture will conduct a referendum April 12-30 for Irish potato producers in Idaho and Malheur County, Oregon, to vote on whether to continue their federal marketing order.
The marketing order authorizes the establishment of size, grade, quality, maturity, container and pack regulations, under USDA oversight, according to a news release.
USDA will continue the marketing order if at least two-thirds of the producers voting, by number or volume, vote in favor of continuance.
Requests for a ballot may also be mailed to USDA, AMS, MOAD, 1220 SW 3rd Ave, Suite 305, Portland, Oregon, 97204.
More information about the marketing order regulating the handling of Idaho and Eastern Oregon Potatoes is available on the 945 Idaho and Oregon Potatoes webpage.",https://www.thepacker.com/news/industry/usda-conduct-referendum-potato-marketing-order,2021-02-28 20:22:00
1,potatoes,"This week in photos: farmland flooded, calving and grading potatoes","A farmer near Ballyduff, Co Waterford, feeds his cattle following torrential rain on his farm on the banks of the River Blackwater. Torrential rain fell in parts of Munster on Tuesday, with almost 2.5in of rain falling in Millstreet, Co Cork. In the last week, over 4in of rain fell at Cork Airport, and 4.7in fell at Valentia, Co Kerry. The rain has put paid to farmers plans to spread fertiliser and put stock on to grass. \ Donal O' Leary

Spring deluge sees over 2in of rain in 24 hours

A flooded farmyard on the banks of the Blackwater river in Co Waterford. \ Donal O' Leary

Chance encounter leads to partnership in Co Kerry

Luciano Olivera cleaning and liming the cubicles on the farm of PJ Walsh, Bushmount, Farranfore, Co Kerry. Luciano moved to Ireland from Brazil in 2018 and he started working with PJ in the spring of 2020 after a chance encounter between the two men while Luciano was working in a local in a local cafe and PJ gave him a lift home. \ Donal O' Leary

Grading potatoes before packaging in Co Louth

David Flynn of Ballymakenny Farm, Carstown, Co Louth, grading potatoes before packaging. COVID-19 has affected a lot of David’s suppliers having previously supplied many hotels and restaurants with their premium potatoes. Their onsite farm shop which is open daily has seen large numbers with support from their customers. \ Philip Doyle

My Farming Week: Shay Sheridan, Woodhouse, Dunleer, Co Louth

Sheep and beef farmer Shay Sheridan from Woodhouse, Co Louth, with wife Caitriona, and his four girls Amy Sheridan, Lucy Sheridan, Sally Sheridan and Kelly Sheridan. Also pictured are the girls cousins who they mind and help out on the farm, Eoghan McCabe, Paudi McCabe, Jamie Johnson and Ryan Johnson,\ Philip Doyle

Removing cleanings from a recently calved cow in Co Wicklow

Vet Shauna Daly of Murphy Sheerin Vetinary, Baltinglass, Co Wicklow, visits the farm of Bernard Dunne in Ballylion Upper, Co Wicklow, to remove cleanings from a recently calved cow. \ Philip Doyle

A round-up of some of the rest of the pictures from around the country

6th year student John McHugh with his grandfather John and his father John McHugh from Blanemore, Foxford, Co Mayo, with his triplet calves who were born a week ago. \ Michael McLaughlin.

Tillage farmer Frank Healy inspects his winter barley crop at his farm in the Burren Lowlands, Ballyglass, Ardrahan, Co Galway. Field work will kick off around the country as soon as conditions allow. In general, crops have come through the winter in reasonable condition.\ David Ruffles

Philip Tierney ploughing at Slevoir, Terryglass, Co Tipperary. Philip is hoping to sow malting barley here by the middle of March depending on the weather. \ Odhran Ducie

Ben Callaghan from Churchill feeding his ewes at the side of Gartan Lake. \ Clive Wasson

Sheep grazing land in Ardrahan, Co Galway, where some land has flooded due to heavy rain. \ David Ruffles

Read more

This week in photos: spreading, spraying, scanning and sowing

This week in photos: triplet heifer calves, evening milking and Elphin Mart","Torrential rain fell in parts of Munster on Tuesday, with almost 2.5in of rain falling in Millstreet, Co Cork.
In the last week, over 4in of rain fell at Cork Airport, and 4.7in fell at Valentia, Co Kerry.
\ Donal O' LearyGrading potatoes before packaging in Co LouthDavid Flynn of Ballymakenny Farm, Carstown, Co Louth, grading potatoes before packaging.
\ Clive WassonSheep grazing land in Ardrahan, Co Galway, where some land has flooded due to heavy rain.
\ David RufflesRead moreThis week in photos: spreading, spraying, scanning and sowingThis week in photos: triplet heifer calves, evening milking and Elphin Mart",https://www.farmersjournal.ie/this-week-in-photos-farmland-flooded-calving-and-grading-potatoes-605039,2021-02-28 20:22:00
2,potatoes,LETTER TO THE EDITOR: Let’s find a cure for potato pox – Nanaimo News Bulletin,"To the editor,

Re: The humble potato needs rescuing from global forces, Opinion, Feb. 3.

This column was interesting. I doubt if anyone would dispute the gradual deterioration in the quality of what used to be the not-so-humble spud over the last couple of decades. What really surprised me in this tuberous ode was the absence of any reference to the odious and ever-present brown spots that make all varieties of today’s potatoes appear to have the measles. These brown spots gradually turn black and then slowly sink into the flesh of the potato. Given enough time they turn the flesh translucent and have to be dug out before cooking. What happened to the clean-skinned potato of my youth?

Growers and retailers alike have so far turned a blind eye to this situation. However it will have to be addressed eventually, hopefully prior to the further descent of this most versatile of vegetables into an amorphous mush. Let’s hope that somewhere, someone will know how to perform this much-needed restoration.

Garry Bradford, Nanaimo

READ ALSO: Versatile potato packs hefty nutrient punch

The views and opinions expressed in this letter to the editor are those of the writer and do not reflect the views of Black Press or the Nanaimo News Bulletin.

Letters policy: Letters should be no longer than 250 words and will be edited. Preference is given to letters expressing an opinion on issues of local relevance or responding to items published in the News Bulletin. Include your address (it won’t be published) and a first name or two initials, and a surname. Unsigned letters or letters specifically addressing someone else will not be published.

Mail: Letters, Nanaimo News Bulletin, 777 Poplar St., Nanaimo, B.C. V9S 2H7

Fax: 250-753-0788

E-mail: editor@nanaimobulletin.com

Letters to the editor","These brown spots gradually turn black and then slowly sink into the flesh of the potato.
Garry Bradford, NanaimoREAD ALSO: Versatile potato packs hefty nutrient punchThe views and opinions expressed in this letter to the editor are those of the writer and do not reflect the views of Black Press or the Nanaimo News Bulletin.
Letters policy: Letters should be no longer than 250 words and will be edited.
Preference is given to letters expressing an opinion on issues of local relevance or responding to items published in the News Bulletin.
Mail: Letters, Nanaimo News Bulletin, 777 Poplar St., Nanaimo, B.C.",https://www.nanaimobulletin.com/news/letter-to-the-editor-lets-find-a-cure-for-potato-pox/,2021-02-28 22:30:00-08:00
3,potatoes,Nadiya Hussain's Cheese-and-Onion-Stuffed Potato Skins Recipe,"""Even though we cleared my calendar for the day, I was still on the phone. There was no resting, you just kept on going,"" Tammy Duckworth says on an episode of PEOPLE's podcast Me Becoming Mom","""Even though we cleared my calendar for the day, I was still on the phone.
There was no resting, you just kept on going,"" Tammy Duckworth says on an episode of PEOPLE's podcast Me Becoming Mom",https://people.com/food/nadiya-hussain-cheese-and-onion-stuffed-potato-skins-recipe/,2021-02-28 22:30:00-08:00
4,potatoes,"'SNL': Marjorie Taylor Greene gives NSFW science lesson, talks gender neutral Potato Head","""Saturday Night Live"" viewers just got a ""sience"" lesson they won't soon forget.

During this week's episode, Rep. Marjorie Taylor Greene (Cecily Strong) stopped by the Weekend Update desk to explain her views on gender to anchor Colin Jost.

Earlier this week, Taylor Greene drew backlash for placing a sign that read ""There are TWO genders: MALE & FEMALE. Trust The Science!"" across the hall from another congresswoman who has a transgender child.

Wearing a misspelled shirt that read ""trust the sience,"" Strong's Greene elaborated on her views.

""I love science,"" she said. ""I'm always talking science. Unless that science is about climate change, coronavirus, space lasers, evolution, the metric system, the rhythm method, breastfeeding, living on Mars, Jesus' skin color or Santa's skin color, by the way, which is white.""

More:'SNL': Anthony Fauci hosts game show where contestants vie for coronavirus vaccine

After reciting an NSFW rhyme about anatomy, Strong's Greene explained that ""we're all endowed with traditional gender roles.""

""I'm a woman, so it's my job to bully, threaten and fight my female colleagues,"" she added. ""Scientists call these 'cat fights,' and it's what girls do.""

Strong's Greene also weighed in on another recent controversy: Hasbro's decision to rebrand the Mr. Potato Head toy as the gender neutral Potato Head.

More:'SNL': Kate McKinnon, Chloe Fineman, more team up for musical ode to murder shows

""Did you hear they are trying to cancel Mr. Potato Head?"" she said, before making an NSFW joke about the toy's anatomy.

When Jost asked if this is the kind of issue a member of Congress should be concerned about, Strong's Greene was quick to reply.

""All I'm saying is that if Mr. Potato Head is allowed to marry another Mr. Potato Head, I'll kill myself,"" she said. ""Does that sound crazy?""","During this week's episode, Rep. Marjorie Taylor Greene (Cecily Strong) stopped by the Weekend Update desk to explain her views on gender to anchor Colin Jost.
Earlier this week, Taylor Greene drew backlash for placing a sign that read ""There are TWO genders: MALE & FEMALE.
Potato Head toy as the gender neutral Potato Head.
Potato Head?""
When Jost asked if this is the kind of issue a member of Congress should be concerned about, Strong's Greene was quick to reply.",https://www.usatoday.com/story/entertainment/tv/2021/02/28/snl-marjorie-taylor-greene-gender-neutral-potato-head/6858442002/,2021-02-28 00:00:00
5,potatoes,Digimon Adventure Welcomes a New Monster Inspired by... Potatoes,"✖

Digimon Adventure can do no wrong in the eyes of fans around the world. Even the franchise's more questionable moments can be explained away if you try hard enough... but some things can never be explained. For instance, Digimon has welcomed some very strange monsters to its catalog, and a brand-new one has joined the list.

If you did not know, Digimon Adventure is having a renaissance these days thanks to a big reboot. The original series has been re-adapted by Toei Animation for a new generation, so it makes sense for some brand-new monsters to show up. However, what doesn't make sense is the arrival of a potato-inspired monster who has no business being so cute.

SPOILERS FOR ADVENTURE:!!

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

First images for Potamon, a new Digimon that will debut next week.#Digimon pic.twitter.com/ropzbF3Twp — Digimon Tweets + Bowser's Fury (@JP_Excelsior) February 28, 2021

In the preview for the next Digimon Adventure episode, fans were shown Potamon for the first time. As you can see above, the monster is all sorts of adorable. The monster's toddling body is covered in brown peel, but it has chubby cheeks to offset the rustic shade. As for their hair, the monster has styled some potato wedges into a cute cut, but don't go thinking this partner is an easy target. The promo shows Potamon spraying potato juice from his mouth, so yeah - that is pretty much disgusting.

This new monster is just one of many that Digimon Adventure has introduced, and it is cute enough. Sure, Potamon may have strange origins, but it is adorable enough to make you overlook them. The same cannot be said for other monsters in the franchise. Guys like Nanimon, Platinum Numemon, and Betsumon are downright unforgivable when it comes to design! And if you have no idea what these guys look like, well - don't say we did not warn you!

What do you make of this new Digimon? Do you like how this spudsy monster turned out? Share your thoughts with us in the comments section below or hit me up on Twitter @MeganPetersCB.","✖Digimon Adventure can do no wrong in the eyes of fans around the world.
For instance, Digimon has welcomed some very strange monsters to its catalog, and a brand-new one has joined the list.
If you did not know, Digimon Adventure is having a renaissance these days thanks to a big reboot.
First images for Potamon, a new Digimon that will debut next week.#Digimon pic.twitter.com/ropzbF3Twp — Digimon Tweets + Bowser's Fury (@JP_Excelsior) February 28, 2021In the preview for the next Digimon Adventure episode, fans were shown Potamon for the first time.
This new monster is just one of many that Digimon Adventure has introduced, and it is cute enough.",https://comicbook.com/anime/news/digimon-adventure-potamon-potato-anime/,2021-02-28 00:00:00
6,potatoes,What's cooking: Hasselback waffle potatoes,"Thank you for reading!

Please log in, or sign up for a new account and purchase a subscription to continue reading.","Thank you for reading!
Please log in, or sign up for a new account and purchase a subscription to continue reading.",https://www.bakersfield.com/bakersfield-life/whats-cooking-hasselback-waffle-potatoes/article_59a683b4-6a9d-11eb-84b6-bf63970fdba7.html,2021-02-28 00:00:00
7,potatoes,Hasbro provokes backlash after making Mr Potato Head gender neutral,"Hasbro provokes backlash after making Mr Potato Head gender neutral

Toymaker Hasbro sparked an online backlash this week after announcing that it would be dropping the ""Mr"" from its Mr Potato Head toy.

Mr Potato Head is one of the most popular toys to be feature in the hit Toy Story movie franchise from Disney and Pixar.

Notably, his character was known for insisting on the ""Mr"", with ""That's Mr Potato Head to you"" being one of the memorable lines from the movie.

Hasbro announced on Thursday that the toy was being ""reimagined for the modern consumer"" and that ""Mr"" was being removed from packaging from autumn.

It said the new version would give children ""endless"" opportunities to create their own families.

""Hasbro is making sure all feel welcome in the Potato Head world by officially dropping the Mr from the Mr Potato Head brand name and logo to promote gender equality and inclusion,"" it said in a statement.

But the toymaker was mocked online after the announcement.

TalkRADIO's Mark Dolan called Mr Potato Head the ""latest victim of cancel culture"" and of ""woke political correctness gone mad"".

""It is a shocking story, it is a disgrace,"" he said.

""He's a potato! Please leave well alone. Welcome to the crazy world of 2021.""

GMB presenter Piers Morgan tweeted that there were more important things to be getting on with in the middle of a global pandemic than making Mr Potato Head gender-neutral ""in case we upset a few wokies"".

Hasbro has since clarified that Mr and Mrs Potato Head ""aren't going anywhere"" and will still be available to buy.","Hasbro provokes backlash after making Mr Potato Head gender neutralToymaker Hasbro sparked an online backlash this week after announcing that it would be dropping the ""Mr"" from its Mr Potato Head toy.
Notably, his character was known for insisting on the ""Mr"", with ""That's Mr Potato Head to you"" being one of the memorable lines from the movie.
""Hasbro is making sure all feel welcome in the Potato Head world by officially dropping the Mr from the Mr Potato Head brand name and logo to promote gender equality and inclusion,"" it said in a statement.
TalkRADIO's Mark Dolan called Mr Potato Head the ""latest victim of cancel culture"" and of ""woke political correctness gone mad"".
Hasbro has since clarified that Mr and Mrs Potato Head ""aren't going anywhere"" and will still be available to buy.",https://christiantoday.com/article/hasbro.provokes.backlash.after.making.mr.potato.head.gender.neutral/136437.htm?internal_source=ct_most_popular,2017-05-26 00:00:00
8,potatoes,Popular D.C. Sweet Potato Cake to Open Bakery in Hyattsville,"A popular bakery that serves a D.C. specialty is opening a location in the Magruder Flat Iron Building in Hyattsville.

Co-owned and run by former Savor Food Hall operator April Richardson, D.C. Sweet Potato Cake will open what she calls a “teeny tiny bakery” the second week of March in the building at 5105 Baltimore Ave.

Several years ago, the company originally had its wholesale operation in Hyattsville, but it grew so rapidly that it moved the wholesale operation to Baltimore. It now provides sweet potato cakes to places such as Starbucks, Safeway and Wegmans.

But due to customer demand, it later opened a small bakery inside the Savor Food Hall in Brentwood until it went under new management.

The sweet potato cake recipe comes from co-owner Derek Lowery’s mother and is made of just flour, sugar, oil, butter, nutmeg and tender sweet potato. The bakery has since put its own spin on it with versions made with Rum, Red Velvet, Chocolate, Butter Pecan and Japanese Maple.

In addition to sweet potato cake, the bakery will also offer sweet potato pie, cheesecakes and homemade layer cakes such as Snickerdoodle, salted caramel, strawberry, coconut pineapple and cookies and cream.

“We are not a custom bakery, we focus on taste and simplicity,” Richardson told the Hyattsville Wire. “We have so many amazing bakeries that surround us that are experts in fondant, breads and wedding cakes so we stay in our lane.”

D.C. Sweet Potato Cake will be open for takeout and delivery with indoor space for up to six people. Richardson said they would also apply for a permit for sidewalk seating.","A popular bakery that serves a D.C. specialty is opening a location in the Magruder Flat Iron Building in Hyattsville.
It now provides sweet potato cakes to places such as Starbucks, Safeway and Wegmans.
The sweet potato cake recipe comes from co-owner Derek Lowery’s mother and is made of just flour, sugar, oil, butter, nutmeg and tender sweet potato.
In addition to sweet potato cake, the bakery will also offer sweet potato pie, cheesecakes and homemade layer cakes such as Snickerdoodle, salted caramel, strawberry, coconut pineapple and cookies and cream.
“We are not a custom bakery, we focus on taste and simplicity,” Richardson told the Hyattsville Wire.",https://www.hyattsvillewire.com/2021/02/27/dc-sweet-potato-cake-hyattsville/,2021-02-27 00:00:00
9,potatoes,Column: Genderless Potato Heads are no cause for panic,"As someone with a three-story pink Barbie Dream House in the middle of her living room, I can tell you that I pay closer attention to gendered children’s toys these days than is normal for a woman my age.

I have noticed, for instance, that the profusion of Barbies sprawled across my floor are not always light-complexioned and blond, with impossibly attenuated torsos, as they were when I was little. My 10-year-old niece’s dolls have a range of skin colors and body sizes; some Barbies, you might even say, are thicc, current slang for a full-figured curvy body. This is a fantastic development, and if I need to explain why, you have not been paying attention.

Now comes the less important but far more hysteria-inducing news that Hasbro’s Mr. Potato Head brand will be dropping the “Mr.” and become simply … Potato Head.

A new toy kit, “Create Your Potato Head Family,” will hit the shelves later this year. It will include, a Hasbro spokeswoman wrote, “enough potatoes and accessories for kids to create all types of families.”

Advertisement

That’s right, folks: Gay potatoes. Transgender potatoes. Cisgender potatoes. Nonbinary potatoes. Whatever kind of spud families kids can imagine. Personal potato pronouns will be interchangeable. If a child wants to call a Potato Head with a mustache and a dress “Miss Thing,” who is to stop him … or her … or them?

This development set off a new wave of gender panic among the right-wing commentariat, self-appointed guardians of sexual standards and gender identity, though some tried to cover their agitation with sophomoric humor.

Gender panic has been described by the sociologist Kristen Schilt of the University of Chicago as a deep, cultural fear that is inflamed when the “naturalness” of a male-female gender binary is challenged. Schilt told UChicago News that when challenges affect public policy, “that’s when the panic starts to get really hot.”

The guardians of traditional morality have decisively lost the battle against same-sex marriage, so now they have had to find other outlets for their anxiety.

Their current hot-button issue (other than genderless Potato Heads) is the fear that individuals born with male genitals will invade spaces reserved for women, places like locker rooms, bathrooms and sports fields.

Anyway, you know the type: People like conservative talk show host Ben Shapiro, who brazenly misgender people like Zoey Tur, the famous Los Angeles helicopter pilot and news reporter, because they are incapable of grasping the scientific truth that gender is fluid, exists on a spectrum and is not necessarily a function of genitalia. Shapiro’s motto, “Facts don’t care about your feelings,” is in fact a refutation of his own position.

And people like QAnon’s own Rep. Marjorie Taylor Greene (R-Ga.), who posted a sign outside her Capitol Hill office Thursday announcing, “There are TWO genders: Male & Female. ‘Trust The Science!’” The science, which she would learn if she had an ounce of intellectual curiosity, totally disputes this.

Greene’s office neighbor, Illinois Democrat Marie Newman, who has a transgender daughter, had hung a pink-and-blue transgender pride flag outside her office, an affront to the poisonous Ms. Greene, after Greene tweeted, “Your biological son does NOT belong in my daughters’ bathrooms, locker rooms, and sports teams.”

Their kerfuffle arose because the House voted Thursday on the long overdue Equality Act, a sweeping law that would amend the 1964 Civil Rights Act to ban discrimination based on sexual orientation and gender identity.

The act, which Greene called “immoral,” passed 224 to 206. Only three Republicans voted in favor.

Keeping Shapiro and Greene company in this basket of anti-trans deplorables is Sen. Rand Paul (R-Ky.), who launched a bizarre attack against the transgender community on Thursday as he grilled Rachel Levine, President Biden’s nominee for assistant secretary of health.

If Levine, a pediatrician who is Pennsylvania’s top health official, is confirmed, she will become the highest ranking openly transgender federal official in history.

Levine’s very identity seemed to rock Paul, who began his questions by talking about the horrors of female genital mutilation, as if that barbaric practice, which ensures a woman cannot pleasurably engage in sex and has been widely condemned as a human rights violation, has anything to do with hormone therapy and gender reassignment surgery.

“We should be outraged that someone’s talking to a 3-year-old about changing their sex!” said Paul, wrongly implying that toddlers whose gender identity does not conform with their physical characteristics are subject to medical interventions. (They are not; though it is not uncommon for transgender children to make social adjustments, such as in their clothing and names.)

Levine refrained from taking his bait: “Transgender medicine is a very complex and nuanced field with robust research and standards of care that have been developed,” she replied, offering to discuss the subject with Paul at length in his office.

Ungendering the Potato Head family may be only a minor step toward embracing the notion that heterosexuality is only one component of the human sexual kaleidoscope and gender can be more than the sum of the parts a person is born with. But Hasbro’s action is important. The games we play as children teach us not just what the world is, but what it can be. A potato, it turns out, is not always just a potato.

@AbcarianLAT","Potato Head brand will be dropping the “Mr.” and become simply … Potato Head.
A new toy kit, “Create Your Potato Head Family,” will hit the shelves later this year.
Transgender potatoes.
If a child wants to call a Potato Head with a mustache and a dress “Miss Thing,” who is to stop him … or her … or them?
Gender panic has been described by the sociologist Kristen Schilt of the University of Chicago as a deep, cultural fear that is inflamed when the “naturalness” of a male-female gender binary is challenged.",https://www.latimes.com/opinion/story/2021-02-27/column-potato-heads-and-gender-panic,2021-02-27 00:00:00
