,date,news title,news source(url),content summary,keywords
0,2021-01-28 00:00:00,"FACT SHEET: President Biden to Sign Executive Orders Strengthening Americans’ Access to Quality, Affordable Health Care",https://www.whitehouse.gov/briefing-room/statements-releases/2021/01/28/fact-sheet-president-biden-to-sign-executive-orders-strengthening-americans-access-to-quality-affordable-health-care/,"The Biden-Harris Administration will open a Special Enrollment Period for Americans to sign up for health coverage and roll back attacks on the Affordable Care Act, Medicaid, and access to reproductive health care.
After four years of attempts to strip health care from millions of Americans, President Biden will sign two executive actions that will begin to restore and strengthen Americans’ access to quality, affordable health care.
These actions demonstrate a strong commitment by the Biden-Harris Administration to protect and build on the Affordable Care Act, meet the health care needs created by the pandemic, reduce health care costs, protect access to reproductive health care, and make our health care system easier to navigate and more equitable.
As part of their reviews, agencies will consider whether to take additional actions to strengthen and protect access to health care.
President Biden is also issuing a Presidential Memorandum to protect and expand access to comprehensive reproductive health care.","sign, care, fact, medicaid, insurance, strengthening, president, quality, americans, reproductive, sheet, executive, access, health, protect, affordable, orders"
1,2021-01-14 09:51:25-05:00,"Epic, Cerner and other health IT heavy hitters join forces for Vaccine Credential Initiative",https://www.healthcareitnews.com/news/epic-cerner-and-other-health-it-heavy-hitters-join-forces-vaccine-credential-initiative,"The sluggish rollout of COVID-19 vaccines so far has many causes, but one of the biggest has been a suboptimal infrastructure for coordination and record-keeping.
A new coalition of some of the biggest healthcare and technology organizations is hoping to change that, and quickly.
The goal is to leverage open and interoperable standards to ensure vaccinations and securely demonstrate patients' vaccine status to enable safer return to a new normal.
Dr. Brian Anderson, chief digital health physician at MITRE, said health equity has to be a major priority as vaccines proliferate.
THE LARGER TRENDIt's been apparent since the first COVID-19 vaccines were approved, of course, that the technology and data-sharing infrastructure in the U.S. was not up to the task of managing their rollout and record-keeping.","vaccines, healthcare, vaccination, credential, forces, hitters, join, ensure, heavy, vaccine, digital, initiative, cerner, epic, health, organizations, standards, access, covid19"
2,2021-01-14 09:51:25-05:00,Covid-19: Not all healthcare workers keen on vaccine for now; ‘early days’ as some prefer to wait and see,https://www.todayonline.com/singapore/covid-19-not-all-healthcare-workers-keen-vaccine-now-early-days-some-prefer-wait-and-see,"Some undecided healthcare professionals interviewed by TODAY are concerned that the possible long-term effects of the Pfizer-BioNTech vaccine, the first Covid-19 vaccine to be rolled out here, have not been studied.
With a total workforce of 700, it aims to achieve a vaccination rate of at least 95 per cent among its suitable frontline healthcare workers.
WHAT THE ‘UNDECIDED’ CAMP SAYTODAY interviewed 10 healthcare workers from both public and private hospitals.
Some healthcare workers also fear that while the vaccination exercise is voluntary, their superiors might eventually pressure them to get vaccinated.
He was responding to TODAY’s question on whether he was satisfied with the vaccine uptake among frontline healthcare workers, while speaking to reporters after getting his vaccination.","hospital, undecided, vaccinated, vaccine, wait, early, healthcare, protect, prefer, keen, vaccination, covid19, cent, days, workers"
3,2021-01-19 12:13:27-05:00,Biden nominates Dr. Rachel Levine as assistant secretary of health,https://www.healthcareitnews.com/news/biden-nominates-dr-rachel-levine-assistant-secretary-health,"President-elect Joe Biden announced this week that he had nominated Dr. Rachel Levine to be the assistant secretary of the U.S. Department of Health and Human Services.
WHY IT MATTERSLevine, a pediatrician who is also a professor at the Penn State College of Medicine, is currently Pennsylvania's top health official.
As Pennsylvania's Secretary of Health, Levine has made addressing the state's opioid crisis a primary focus of her work, writing a standing order prescription for the general public to have access to naloxone.
Biden also named Dr. Vivek Murthy as Surgeon General, along with Dr. Rochelle Walensky as director of the Centers for Disease Control and Prevention.
""President-elect Biden and I look forward to working with her to meet the unprecedented challenges facing Americans and rebuild our country in a way that lifts everyone up,"" she said.","assistant, public, nominates, rachel, dr, levine, health, state, covid19, sexual, secretary, biden, presidentelect"
4,2021-01-19 12:13:27-05:00,"Are KF94 Masks Effective, Different From KN95 Masks?",https://www.health.com/condition/infectious-diseases/coronavirus/kf94-masks-effective-different-kn95,"That's why a growing number of people are using KF94 masks, the Korean version of an N95 mask.
How does a KF94 mask compare to an N95 mask or a KN95 mask?
Similarly, KN95 masks are the Chinese equivalent of N95 masks.
It's also important to note that KF94 masks are not on the FDA's list for emergency use authorized face masks, as of right now.
The shape of KF94 masks are different from N95 masks, too.","kf94, filtration, collins, face, kn95, different, dr, n95, effective, health, mask, dont, masks"
5,2021-01-04 00:00:00,"Haven, the Amazon-Berkshire-JPMorgan venture to disrupt health care, is disbanding after 3 years",https://www.cnbc.com/2021/01/04/haven-the-amazon-berkshire-jpmorgan-venture-to-disrupt-healthcare-is-disbanding-after-3-years.html,"Haven, the joint venture formed by three of America's most powerful companies to lower costs and improve outcomes in health care, is disbanding after three years, CNBC has learned exclusively.
The move to shutter Haven may be a sign of how difficult it is to radically improve American health care, a complicated and entrenched system of doctors, insurers, drugmakers and middlemen that costs the country $3.5 trillion every year.
Last year, Berkshire CEO Warren Buffett seemed to indicate as much, saying that were was no guarantee that Haven would succeed in improving health care.
Shares of UnitedHealth Group, Humana and CVS Health each climbed more than 2% after the Haven news broke.
Coming just three years after the initial rush of fanfare about the possibilities for what Haven could accomplish, its closure is a disappointment to some.","haven, disbanding, care, shares, projects, employees, venture, amazonberkshirejpmorgan, companies, health, berkshire, costs, disrupt"
6,2021-01-04 00:00:00,Indonesian health workers receive COVID-19 vaccination,https://www.channelnewsasia.com/asia/indonesia-covid-19-vaccine-health-workers-sinovac-407296,"JAKARTA: Indonesia started vaccinating health workers and public servants for COVID-19 on Thursday (Jan 14), a day after President Joko Widodo received the first shot of China's Sinovac Biotech vaccine.
The health ministry is planning to vaccinate more than 1.3 million health workers and 17.4 million public officials in the first stage.
""The pandemic is still going on and healthcare workers are the frontliners in caring for COVID-19 patients,"" Deputy Health Minister Dante Saksono said.
The first 25 health workers to get the jab were employees of Jakarta's Cipto Mangunkusumo Hospital.
The health ministry expects it will take 15 months for Indonesia to complete the vaccination program, through March 2022.","sinovac, receive, vaccine, indonesian, indonesia, million, vaccination, health, covid19, week, vaccinate, workers, worlds"
7,2021-01-12 00:00:00,Why You Should Still Wear A Mask And Avoid Crowds After Getting The COVID-19 Vaccine,https://www.npr.org/sections/health-shots/2021/01/12/956051995/why-you-should-still-wear-a-mask-and-avoid-crowds-after-getting-the-covid-19-vac,"Here's why: Before approving the Moderna and Pfizer vaccines, the FDA asked the vaccine manufacturers only whether their products protect people from COVID-19 symptoms.
The concern instead with the COVID-19 vaccine is about whether you might still have an asymptomatic infection despite immunization — without symptoms, but able to shed virus.
And no one is saying yet how soon the results of these sorts of studies of the Pfizer or Moderna vaccines will be available.
There are other candidate COVID-19 vaccines in the pipeline, and tests will need to be done on them as well.
Remember that the Pfizer and Moderna vaccines are not 100% effective, and many in the research community still advise caution.","moderna, crowds, vaccine, vaccinated, avoid, vaccines, getting, wear, covid19, mask, answer, shedding, pfizer, virus"
8,2021-01-23 13:51:58+08:00,Sri Lankan health minister tests positive for Covid-19 after endorsing sorcery,https://www.straitstimes.com/asia/south-asia/sri-lankan-health-minister-tests-positive-for-covid-19-after-endorsing-sorcery,"COLOMBO (AFP) - Sri Lanka's health minister, who publicly endorsed sorcery and magic potions to stop surging coronavirus infections in the island, has tested positive and will self-isolate, officials said Saturday (Jan 23).
The island nation of 21 million on Friday approved the emergency use of the vaccine developed by AstraZeneca and Oxford University only hours after Ms Wanniarachchi tested positive, officials said.
""Her antigen test returned positive on Friday and she has been asked to isolate herself,"" a Health Ministry official said.
A junior minister who had also taken the potion made popular by Ms Wanniarachchi tested positive for the virus earlier this week.
But thousands defied public gathering restrictions to swamp a village in central Sri Lanka last month to obtain the elixir, made by carpenter Dhammika Bandara.","tests, minister, revealed, sri, positive, wanniarachchi, island, sorcery, lankan, tested, potion, publicly, health, village, covid19, officials, endorsing"
9,2021-01-02 00:00:00,'This is about total collapse of the health care system if we have another spike' of Covid-19,https://www.cnn.com/2021/01/02/health/us-coronavirus-saturday/index.html,"(CNN) Even if you don't have coronavirus, record-high Covid-19 hospitalizations could have a devastating impact on you.
""This is about total collapse of the health care system if we have another spike,"" Spellberg said.
""We entered a hospital (Mission Community Hospital in Panorama City), and they converted their administrative offices into treatment areas for Covid-19 patients,"" Balten said.
On one entire floor, ""they also treated Covid-19 patients in a revamped break room,"" she said.
Texas health officials reported record-high Covid-19 hospitalizations across the state for the fifth day in a row, with more than 12,400 patients.","care, oxygen, system, spike, collapse, reported, patients, doses, los, hospitalizations, medical, health, hospitals, covid19, total, dose"
10,2021-01-02 00:00:00,Exclusive: London will be overwhelmed by covid in a fortnight says leaked NHS England briefing,https://www.hsj.co.uk/acute-care/exclusive-london-will-be-overwhelmed-by-covid-in-a-fortnight-says-leaked-nhs-england-briefing/7029264.article,"The briefing forecasts demand for both G&A and intensive care beds, for both covid and non-covid patients, against capacity.
The briefing says that growth on 5 January was 3.5 per cent for G&A beds 4.8 per cent for ICU beds.
Just over 40 per cent of its G&A beds were occupied by covid positive patients.
Intensive careThe intensive care, or “adult critical care”, model follows the same pattern as that for G&A beds.
In the first wave, London peaked with about 1,160 covid patients in critical care.","capacity, london, fortnight, exclusive, care, leaked, briefing, ga, patients, total, beds, nhs, covid, england, cent, overwhelmed"
11,2021-04-20 10:05:41+00:00,Vaccine rollout hits snag as health workers balk at shots,https://apnews.com/article/coronavirus-vaccine-health-workers-676e03a99badfd5ce3a6cfafe383f6af,"The nation’s biggest immunization rollout in history is facing pushback from an unlikely source: health care workers who witnessed COVID-19′s devastation firsthand but are refusing shots in surprising numbers.
The nation’s biggest immunization rollout in history is facing pushback from an unlikely source: health care workers who witnessed COVID-19′s devastation firsthand but are refusing shots in surprising numbers.
Some states have threatened to let other people cut ahead of health care workers in the line for shots.
He noted that health care workers represent a broad range of jobs and backgrounds and said they are not necessarily more informed than the general public.
But he said he expects the hesitancy to subside as more people are vaccinated and public health officials get their message across.","public, hits, shots, care, homes, vaccinated, vaccine, vaccines, staff, health, balk, snag, rollout, workers"
12,2021-01-20 00:00:00,"Portugal's COVID-19 cases hit record, health service pushed to limit",https://www.reuters.com/business/healthcare-pharmaceuticals/portugals-covid-19-cases-hit-record-health-service-pushed-limit-2021-01-20/,"An ambulance carrying a COVID-19 patient is seen outside Santa Maria Hospital, during the coronavirus disease (COVID-19) pandemic in Lisbon, Portugal, January 18, 2021.
""The situation is serious and the government will not fail to do everything to protect the Portuguese,"" Health Minister Marta Temido told reporters.
Portugal has already nearly doubled the number of ICU beds since the start of the pandemic, when it had just 528 critical care beds and Europe's lowest ratio per 100,000 inhabitants.
Temido said the government had struck at least 57 agreements with private health bodies to use 800 additional ICU beds for coronavirus and non-coronavirus patients.
""Right now we still have a health system that can expand,"" he said, citing makeshift hospitals as examples.","lockdown, limit, situation, pushed, care, record, system, icu, portugals, coronavirus, total, beds, health, unlimited, covid19, cases, hit, service"
13,2021-01-28 00:00:00,How are the COVID-19 vaccine and booster campaigns going in your state?,https://www.npr.org/sections/health-shots/2021/01/28/960901166/how-is-the-covid-19-vaccination-campaign-going-in-your-state,"How are the COVID-19 vaccine and booster campaigns going in your state?
Currently, three COVID-19 vaccines are available in the U.S. For the mRNA vaccines, Pfizer and Moderna, health officials recommend two shots plus a booster; for Johnson & Johnson they recommend one shot plus a booster of an mRNA vaccine.
Vaccine recipients 12 and up are eligible for booster shots at least five months after a second dose of the mRNA vaccines or two months after a J&J shot.
Loading...Vaccination rates peaked in early April 2021 — with more than 3 million shots administered per day — and declined dramatically by early July.
States progress unevenly in vaccine rolloutThough vaccination rates have slowed in every state, communities are seeking to increase their level of population immunity through continued vaccination campaigns.","shots, going, vaccinated, vaccine, booster, vaccines, states, eligible, million, campaigns, vaccination, state, covid19, mrna"
14,2021-01-08 00:00:00,"6 Months Later, Covid Survivors Plagued by Health Problems",https://www.nytimes.com/2021/01/08/health/Covid-survivors-longterm.html,"Nursing home residents were also excluded from the study, as were people who had been readmitted to the hospital in the months after they were discharged.
In general, patients in the study who needed more intensive oxygen support when they were hospitalized were worse off six months later than others who were not as sick.
And in the subset of people who completed additional lung function tests, people who had been sickest were more prone to having problems.
But 22 percent of those who had been able to breathe on their own in the hospital had reduced flow of oxygen from their lungs to their bloodstream six months later.
It makes me worried that this problem might not go away.”The researchers also found that some people who had normal kidney function when they were hospitalized showed indications of diminished kidney function months later.","hospital, months, lungs, oxygen, plagued, later, patients, sickest, problems, survivors, worse, health, covid, function, study"
